alpha_id,expression,settings_json,region,universe,delay,neutralization,decay,truncation,sharpe,fitness,turnover,returns,drawdown,margin,date_created,new_alpha_id,resim_status
A1warvje,"((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 252)-0.5)*0.3)*rank(ts_mean(volume, 63)/(1+adv20))","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 8, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,8,0.05,1.76,1.7,0.104,0.1161,0.0682,0.002235,2026-07-03T23:46:51Z,3Astn23Ke52ub9HxHfKtG7o,DONE
LLpAww0v,"(group_rank(ts_delta(assets, 252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,4,0.05,1.93,1.59,0.1505,0.1018,0.0694,0.001353,2026-07-04T07:26:35Z,1roYka2CR4x8aG6ZRWWuwzR,DONE
O0pm75QJ,"((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 252)-0.5)*0.3)*rank(ts_mean(volume, 126)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,4,0.05,1.93,1.71,0.1564,0.1225,0.0565,0.001566,2026-07-03T23:52:01Z,OMRs5cyd5dNcDEPRez7mM1,DONE
58w9ddjz,"((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 126)-0.5)*0.3)*rank(ts_mean(volume, 126)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,4,0.05,1.93,1.7,0.157,0.1224,0.0565,0.001559,2026-07-04T00:02:11Z,3oWiJA71D4EOaA9zO8NBmTQ,DONE
mL8zglWx,"((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 126)-0.5)*0.3)*rank(ts_mean(volume, 126)/(1+adv20))","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,4,0.05,1.93,1.7,0.157,0.1224,0.0565,0.00156,2026-07-04T00:02:07Z,3bYsIwedJ4xh98TaIfbgBy1,DONE
LLpnJ3r6,"((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 252)-0.5)*0.3)*rank(ts_mean(volume, 126)/(1+adv20))","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,4,0.05,1.93,1.71,0.1564,0.1225,0.0565,0.001566,2026-07-03T23:57:04Z,3LfZXj6Ol4jSaK6r8Q3FMt5,DONE
MPp87209,"((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 252)-0.5)*0.3)*rank(ts_mean(volume, 126)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,6,0.05,1.82,1.75,0.1184,0.1156,0.0645,0.001954,2026-07-04T00:07:13Z,2Dkzfs9bS57AbB8dYbHwdIn,DONE
ZYpjLPpn,"((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 252)-0.5)*0.3)*rank(ts_mean(volume, 126)/(1+adv20))","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,6,0.05,1.82,1.75,0.1184,0.1156,0.0645,0.001954,2026-07-04T00:07:14Z,1VwrUw2zR50K9yFeTI0gIQJ,DONE
VkpEQb50,"((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 126)-0.5)*0.3)*rank(ts_mean(volume, 126)/(1+adv20))","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,6,0.05,1.81,1.74,0.1188,0.1154,0.0638,0.001943,2026-07-04T00:17:33Z,2IwZMPe9F4Rmb2q2vDGYgyT,DONE
JjpXpAvO,"((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3)*rank(ts_mean(volume, 126)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,6,0.05,1.81,1.74,0.1188,0.1154,0.0638,0.001943,2026-07-04T11:28:34Z,EAngQ2a84H68Ixf1MH4cAH,DONE
78wER9w1,"(group_rank(ts_delta(assets, 252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,6,0.05,1.86,1.63,0.1087,0.0957,0.0734,0.001761,2026-07-04T12:22:35Z,3C0ImS8pI4HmbMPfd46A6i3,DONE
58w6QoM5,"((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 252)-0.5)*0.3)*rank(ts_mean(volume, 126)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 8, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,8,0.05,1.73,1.63,0.0983,0.1109,0.0689,0.002256,2026-07-04T00:22:35Z,1MBK3N2oJ4R79VjfYW0WAJG,DONE
1Y7gg07z,"((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 252)-0.5)*0.3)*rank(ts_mean(volume, 126)/(1+adv20))","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 8, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,8,0.05,1.73,1.63,0.0983,0.1109,0.0689,0.002256,2026-07-04T00:22:37Z,vGKbQ4x64BE9hKzJu9HNyL,DONE
JjpXNpGe,"((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 126)-0.5)*0.3)*rank(ts_mean(volume, 126)/(1+adv20))","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 8, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,8,0.05,1.72,1.62,0.0986,0.1104,0.0684,0.00224,2026-07-04T07:32:25Z,2BsTOG9cz528a6617ZEKjtt8,DONE
E5wbjee1,"((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 126)-0.5)*0.3)*rank(ts_mean(volume, 126)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 8, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,8,0.05,1.72,1.62,0.0986,0.1104,0.0684,0.00224,2026-07-04T00:32:44Z,11JUmXgPD4YTbtZ1cQIjBbPS,DONE
58wodLlN,"(group_rank(ts_delta(assets,252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 8, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,8,0.05,1.81,1.56,0.0866,0.0925,0.0733,0.002135,2026-07-04T07:37:34Z,2y1EOf0P4GMbwexY3p4Q7e,DONE
QPalOqaQ,"((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 63)-0.5)*0.3)*rank(ts_mean(volume, 63)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,4,0.05,1.91,1.67,0.1647,0.1255,0.0531,0.001523,2026-07-04T00:37:52Z,1aNNus4Tk54xaERPeTNUsZT,DONE
kq3moxK8,"((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 63)-0.5)*0.3)*rank(ts_mean(volume, 63)/(1+adv20))","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,4,0.05,1.91,1.67,0.1647,0.1255,0.0531,0.001524,2026-07-04T00:38:04Z,2iXxzm7Ip526b4T5V51aDbt,DONE
QPalKdLr,"((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 63)-0.5)*0.3)*rank(ts_mean(volume, 126)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,4,0.05,1.91,1.66,0.1598,0.121,0.057,0.001513,2026-07-04T00:43:05Z,2Estt73iu5jQ97K14BXpxpa9,DONE
O0p9G2vp,"((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 63)-0.5)*0.3)*rank(ts_mean(volume, 126)/(1+adv20))","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,4,0.05,1.91,1.66,0.1598,0.121,0.057,0.001514,2026-07-04T00:43:09Z,413S4pdKd4UgcrO9trugO6n,DONE
d5x7bwVx,"((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 63)-0.5)*0.3)*rank(ts_mean(volume, 63)/(1+adv20))","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,6,0.05,1.81,1.76,0.1257,0.1192,0.0604,0.001896,2026-07-04T00:48:11Z,3xJ8TUgRN5bibclaic7KfZV,DONE
d5x7bL9j,"((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 63)-0.5)*0.3)*rank(ts_mean(volume, 63)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,6,0.05,1.81,1.76,0.1257,0.1192,0.0604,0.001895,2026-07-04T00:48:12Z,3K7RG1aJ44PJaGMfb12a9wL,DONE
9qw9QXnq,"((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 63)-0.5)*0.3)*rank(ts_mean(volume, 126)/(1+adv20))","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,6,0.05,1.79,1.71,0.1207,0.1144,0.0613,0.001895,2026-07-04T00:53:17Z,2x74M44Lm50G8Jg5uRHfOZi,DONE
ZYplgjnZ,"((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 63)-0.5)*0.3)*rank(ts_mean(volume, 63)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 8, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,8,0.05,1.74,1.67,0.1051,0.1147,0.0647,0.002182,2026-07-04T00:53:15Z,1hZIxeenv5eC9dv8JAGRmh8,DONE
ZYpjLmM0,"((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 63)-0.5)*0.3)*rank(ts_mean(volume, 126)/(1+adv20))","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 8, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,8,0.05,1.71,1.6,0.1,0.1096,0.0653,0.002191,2026-07-04T00:58:25Z,3DYD6FfXL4Iuce61exrcZst8,DONE
d5x7bd3J,"((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 63)-0.5)*0.3)*rank(ts_mean(volume, 63)/(1+adv20))","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 8, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,8,0.05,1.74,1.67,0.1051,0.1147,0.0647,0.002182,2026-07-04T00:58:26Z,4Dcl3L22N52A8QR7c4KuxCm,DONE
3q7WE0O0,"(group_rank(ts_delta(anl4_ebitda_value, 252)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 252)-0.5)*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,4,0.05,1.89,1.84,0.1388,0.1318,0.073,0.001898,2026-07-04T01:08:38Z,3mJ8Ke8HH4SJ9XoOw1VY7VU,DONE
E5wJYVVL,"(group_rank(ts_delta(anl4_ebitda_value,252)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 126)-0.5)*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,4,0.05,1.89,1.84,0.1396,0.1317,0.0702,0.001887,2026-07-04T07:42:04Z,1UwOln4j64YN9JWgrVOWeZW,DONE
mL8MGem6,"(group_rank(ts_delta(anl4_ebitda_value, 252)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 126)-0.5)*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,6,0.05,1.79,1.79,0.1011,0.125,0.0803,0.002474,2026-07-04T01:24:03Z,1FIMUScw24Yac9X8TjZMeZA,DONE
O0pvnzLg,"(group_rank(ts_delta(anl4_ebitda_value, 252)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 252)-0.5)*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,6,0.05,1.79,1.79,0.1005,0.1252,0.0826,0.002491,2026-07-04T12:17:48Z,2xUEP732953z9eitUzqxuwy,DONE
qMlM3OoE,"(group_rank(ts_delta(operating_income,252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,4,0.05,1.39,1.24,0.1535,0.1225,0.1071,0.001597,2026-07-04T02:18:14Z,1uKG3J3qB4Ao9IUXvczmODg,DONE
mLbL1d22,"(group_rank(ts_delta(operating_expense,252)/cap,market)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,4,0.05,1.43,1.11,0.1532,0.0928,0.1244,0.001212,2026-07-04T01:24:12Z,2ancSj3xA5j9bdnSVdf5Ti1,DONE
RR8RPMpo,"(group_rank(ts_delta(annual_intangible_assets_net_carrying_value,252)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,4,0.05,1.39,1.08,0.1338,0.0802,0.0539,0.001199,2026-07-04T02:18:15Z,XwAzgb8D4B7bFmhHwV4mSu,DONE
LLpAo0Gn,"(group_rank(ts_delta(anl4_ebitda_value, 252)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 126)-0.5)*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 8, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,8,0.05,1.73,1.7,0.0807,0.121,0.0844,0.003001,2026-07-04T09:30:18Z,4lht6DgkB5gqa79II6Ie1or,DONE
3q7WENVX,"(group_rank(ts_delta(anl4_ebitda_value, 252)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 252)-0.5)*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 8, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,8,0.05,1.73,1.7,0.0803,0.1214,0.0865,0.003024,2026-07-04T05:00:26Z,ldR81D84sjcfo7fXCvooD,DONE
0mEm5xW2,"((group_rank(ts_delta(assets, 126)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close, 126)-0.5)*0.3)*rank(ts_mean(volume, 126)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false}",USA,TOP3000,1,MARKET,4,0.05,1.86,1.3,0.176,0.0866,0.0634,0.000984,2026-07-04T05:00:31Z,2kasXc4l450p9nkXBgZcTip,DONE
