index,alpha_id,status,queue_status,check_passed,check_note,expression,profile,sharpe,fitness,turnover,returns,drawdown,metric_gate_pass,platform_non_self_pass,self_correlation_status,submission_candidate,platform_pass_evidence,platform_gate_reason,pass_proxy_reason,blocked_reason,simulation_id,failure_reasons
1494,1YaLQxnk,active,,True,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; MATCHES_COMPETITION:PASS,"ts_rank(operating_income / cap,252) - 0.5",,1.39,1.68,0.1104,0.1834,0.1297,True,True,MISSING,,,LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.68/1.0; LOW_TURNOVER:PASS:0.1104/0.01; HIGH_TURNOVER:PASS:0.1104/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.26/0.6; MATCHES_COMPETITION:PASS,"Sharpe 1.39 > 1.25; Fitness 1.68 > 1.0; Turnover 11.04% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS",self_correlation_missing,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.68/1.0; LOW_TURNOVER:PASS:0.1104/0.01; HIGH_TURNOVER:PASS:0.1104/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.26/0.6; MATCHES_COMPETITION:PASS
ACTIVE

Aggregate Data:
Sharpe
1.39
Turnover
11.04%
Fitness
1.68
Returns
18.34%
Drawdown
12.97%
Margin
0.00‱"
1495,O0oMkYEd,unsubmitted,not_queued:hard_fail,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ts_delta(fnd6_mfma2_opeps, 21)/cap, industry)-0.5)*rank(ts_mean(volume, 126)/(1+adv20))",near_pass_variant:primary,1.39,1.52,0.1042,0.1499,0.1728,True,,PENDING,,,LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.52/1.0; LOW_TURNOVER:PASS:0.1042/0.01; HIGH_TURNOVER:PASS:0.1042/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL:0.55/0.6; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.39 > 1.25; Fitness 1.52 > 1.0; Turnover 10.42% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=FAIL; SELF_CORRELATION=PENDING",LOW_SUB_UNIVERSE_SHARPE,2nehb91bl4rZc2bsZi91S7x,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
Sub-universe Sharpe of 0.55 is below cutoff of 0.60.

Aggregate Data:
Sharpe
1.39
Turnover
10.42%
Fitness
1.52
Returns
14.99%
Drawdown
17.28%
Margin
0.00‱"
1496,1YJ906k6,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(operating_expense/cap, industry)-0.5)+(-rank(ts_delta(close, 2)))*0.3",,1.39,1.51,0.126,0.1489,0.1724,True,True,PENDING,True,,LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.51/1.0; LOW_TURNOVER:PASS:0.126/0.01; HIGH_TURNOVER:PASS:0.126/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.15/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.39 > 1.25; Fitness 1.51 > 1.0; Turnover 12.60% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.51/1.0; LOW_TURNOVER:PASS:0.126/0.01; HIGH_TURNOVER:PASS:0.126/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.15/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.39
Turnover
12.60%
Fitness
1.51
Returns
14.89%
Drawdown
17.24%
Margin
0.00‱"
1497,Wj9o3Vnj,unsubmitted,needs_recheck,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"group_neutralize(ts_mean(((group_rank(ts_delta(mdl177_2_growthanalystmodel_qga_epscapex, 42)/cap, sector)-0.5)*rank(ts_mean(volume, 63)/adv20)), 252), sector)",near_pass_variant:primary,1.39,1.42,0.0187,0.1303,0.1125,True,True,PENDING,True,,LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.42/1.0; LOW_TURNOVER:PASS:0.0187/0.01; HIGH_TURNOVER:PASS:0.0187/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.03/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.39 > 1.25; Fitness 1.42 > 1.0; Turnover 1.87% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,3uWVen1GY5byaIZzxnfGAbO,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.42/1.0; LOW_TURNOVER:PASS:0.0187/0.01; HIGH_TURNOVER:PASS:0.0187/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.03/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.39
Turnover
1.87%
Fitness
1.42
Returns
13.03%
Drawdown
11.25%
Margin
0.01‱"
1498,E5q9OwRL,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(operating_expense/cap, sector)-0.5)*0.7+(-rank(ts_delta(close, 2)))*0.3",,1.39,1.36,0.1735,0.1667,0.1629,True,True,PENDING,True,,LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.36/1.0; LOW_TURNOVER:PASS:0.1735/0.01; HIGH_TURNOVER:PASS:0.1735/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.22/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.39 > 1.25; Fitness 1.36 > 1.0; Turnover 17.35% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.36/1.0; LOW_TURNOVER:PASS:0.1735/0.01; HIGH_TURNOVER:PASS:0.1735/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.22/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.39
Turnover
17.35%
Fitness
1.36
Returns
16.67%
Drawdown
16.29%
Margin
0.00‱"
1499,WjaebAEG,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"group_rank((debt_lt/cap), industry)-0.5",,1.39,1.36,0.0388,0.1193,0.0974,True,True,PENDING,True,,LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.36/1.0; LOW_TURNOVER:PASS:0.0388/0.01; HIGH_TURNOVER:PASS:0.0388/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.89/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.39 > 1.25; Fitness 1.36 > 1.0; Turnover 3.88% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.36/1.0; LOW_TURNOVER:PASS:0.0388/0.01; HIGH_TURNOVER:PASS:0.0388/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.89/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.39
Turnover
3.88%
Fitness
1.36
Returns
11.93%
Drawdown
9.74%
Margin
0.01‱"
1500,Xg2JKRpl,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"group_rank((fnd6_cptnewqv1300_dlttq/cap), industry)-0.5",,1.39,1.36,0.0388,0.1193,0.0974,True,True,PENDING,True,,LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.36/1.0; LOW_TURNOVER:PASS:0.0388/0.01; HIGH_TURNOVER:PASS:0.0388/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.88/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.39 > 1.25; Fitness 1.36 > 1.0; Turnover 3.88% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.36/1.0; LOW_TURNOVER:PASS:0.0388/0.01; HIGH_TURNOVER:PASS:0.0388/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.88/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.39
Turnover
3.88%
Fitness
1.36
Returns
11.93%
Drawdown
9.74%
Margin
0.01‱"
1501,zqP53lEo,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"group_rank(debt_lt/cap, industry)-0.5",,1.39,1.36,0.0388,0.1193,0.0974,True,True,PENDING,True,,LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.36/1.0; LOW_TURNOVER:PASS:0.0388/0.01; HIGH_TURNOVER:PASS:0.0388/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.89/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.39 > 1.25; Fitness 1.36 > 1.0; Turnover 3.88% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.36/1.0; LOW_TURNOVER:PASS:0.0388/0.01; HIGH_TURNOVER:PASS:0.0388/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.89/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.39
Turnover
3.88%
Fitness
1.36
Returns
11.93%
Drawdown
9.74%
Margin
0.01‱"
1502,j298Amle,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"group_rank((debt_lt/cap), subindustry)-0.5",,1.39,1.31,0.0329,0.1106,0.0875,True,True,PENDING,True,,LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.31/1.0; LOW_TURNOVER:PASS:0.0329/0.01; HIGH_TURNOVER:PASS:0.0329/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.9/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.39 > 1.25; Fitness 1.31 > 1.0; Turnover 3.29% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.31/1.0; LOW_TURNOVER:PASS:0.0329/0.01; HIGH_TURNOVER:PASS:0.0329/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.9/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.39
Turnover
3.29%
Fitness
1.31
Returns
11.06%
Drawdown
8.75%
Margin
0.01‱"
1503,E5gRKkG1,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"group_rank((fnd6_cptnewqv1300_dlttq/cap), subindustry)-0.5",,1.39,1.31,0.0329,0.1105,0.0875,True,True,PENDING,True,,LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.31/1.0; LOW_TURNOVER:PASS:0.0329/0.01; HIGH_TURNOVER:PASS:0.0329/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.9/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.39 > 1.25; Fitness 1.31 > 1.0; Turnover 3.29% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.31/1.0; LOW_TURNOVER:PASS:0.0329/0.01; HIGH_TURNOVER:PASS:0.0329/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.9/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.39
Turnover
3.29%
Fitness
1.31
Returns
11.05%
Drawdown
8.75%
Margin
0.01‱"
1504,N1ggl1rg,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"group_rank(debt_lt/cap, subindustry)-0.5",,1.39,1.31,0.0329,0.1106,0.0875,True,True,PENDING,True,,LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.31/1.0; LOW_TURNOVER:PASS:0.0329/0.01; HIGH_TURNOVER:PASS:0.0329/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.9/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.39 > 1.25; Fitness 1.31 > 1.0; Turnover 3.29% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.31/1.0; LOW_TURNOVER:PASS:0.0329/0.01; HIGH_TURNOVER:PASS:0.0329/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.9/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.39
Turnover
3.29%
Fitness
1.31
Returns
11.06%
Drawdown
8.75%
Margin
0.01‱"
1505,bloWxzqZ,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"group_rank(debt_lt/cap, subindustry)-0.5",,1.39,1.31,0.0329,0.1106,0.0875,True,True,PENDING,True,,LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.31/1.0; LOW_TURNOVER:PASS:0.0329/0.01; HIGH_TURNOVER:PASS:0.0329/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.9/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.39 > 1.25; Fitness 1.31 > 1.0; Turnover 3.29% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.31/1.0; LOW_TURNOVER:PASS:0.0329/0.01; HIGH_TURNOVER:PASS:0.0329/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.9/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.39
Turnover
3.29%
Fitness
1.31
Returns
11.06%
Drawdown
8.75%
Margin
0.01‱"
1506,A1gaO09Y,active,,True,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; MATCHES_COMPETITION:PASS,"group_rank(debt_lt/cap, subindustry)-0.5",,1.39,1.31,0.0329,0.1106,0.0875,True,True,MISSING,,,LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.31/1.0; LOW_TURNOVER:PASS:0.0329/0.01; HIGH_TURNOVER:PASS:0.0329/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.9/0.6; MATCHES_COMPETITION:PASS,"Sharpe 1.39 > 1.25; Fitness 1.31 > 1.0; Turnover 3.29% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS",self_correlation_missing,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.31/1.0; LOW_TURNOVER:PASS:0.0329/0.01; HIGH_TURNOVER:PASS:0.0329/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.9/0.6; MATCHES_COMPETITION:PASS
ACTIVE

Aggregate Data:
Sharpe
1.39
Turnover
3.29%
Fitness
1.31
Returns
11.06%
Drawdown
8.75%
Margin
0.01‱"
1507,akA8Zga1,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"group_rank(ts_mean((fnd6_newa1v1300_dltt/cap), 126), subindustry)-0.5",,1.39,1.29,0.0123,0.1072,0.0774,True,True,PENDING,True,,LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.29/1.0; LOW_TURNOVER:PASS:0.0123/0.01; HIGH_TURNOVER:PASS:0.0123/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.79/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.39 > 1.25; Fitness 1.29 > 1.0; Turnover 1.23% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.29/1.0; LOW_TURNOVER:PASS:0.0123/0.01; HIGH_TURNOVER:PASS:0.0123/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.79/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.39
Turnover
1.23%
Fitness
1.29
Returns
10.72%
Drawdown
7.74%
Margin
0.02‱"
